Canal	Agua		Sal		Oleo		Gas		Back		Total
428	2910000	4240000	3960000	6570000	1340000	18800000	
429	2190000	4230000	2970000	4930000	1330000	15400000	
430	1620000	4220000	2210000	3660000	1310000	12700000	
431	1190000	4200000	1630000	2690000	1300000	10700000	
432	865000	4190000	1190000	1960000	1290000	9110000	
433	622000	4170000	861000	1410000	1280000	7950000	
434	441000	4160000	617000	1010000	1270000	7080000	
435	308000	4150000	438000	707000	1260000	6430000	
436	217000	4140000	315000	503000	1250000	5980000	
437	148000	4130000	222000	348000	1240000	5640000	
438	100000	4120000	158000	242000	1230000	5410000	
439	69100	4120000	116000	172000	1220000	5250000	
440	45800	4130000	85000	120000	1210000	5140000	
441	31100	4140000	65300	86800	1200000	5070000	
442	20800	4170000	51500	63900	1190000	5030000	
443	14000	4190000	42400	48700	1180000	5020000	
444	10100	4230000	37200	40100	1180000	5020000	
445	7310	4280000	33600	34000	1170000	5040000	
446	5660	4330000	31500	30400	1170000	5070000	
447	4550	4390000	30100	28100	1160000	5110000	
448	3860	4450000	29200	26700	1160000	5150000	
449	3450	4510000	28800	25900	1150000	5190000	
450	3200	4560000	28500	25400	1150000	5230000	
451	3040	4620000	28400	25200	1140000	5270000	
452	2930	4670000	28300	25100	1130000	5300000	
453	2850	4710000	28300	25000	1130000	5330000	
454	2810	4740000	28400	25000	1120000	5350000	
455	2780	4760000	28500	25100	1120000	5360000	
456	2770	4770000	28600	25300	1110000	5370000	
457	2770	4770000	28800	25400	1110000	5360000	
458	2780	4760000	29000	25600	1100000	5350000	
459	2800	4740000	29300	25800	1090000	5330000	
460	2840	4710000	29600	26100	1090000	5300000	
461	2900	4680000	29900	26400	1090000	5270000	
462	2980	4640000	30300	26700	1080000	5230000	
463	3080	4590000	30700	27100	1080000	5200000	
464	3220	4540000	31100	27500	1080000	5160000	
465	3380	4490000	31500	27800	1080000	5110000	
466	3580	4430000	32000	28200	1090000	5070000	
467	3810	4370000	32400	28600	1100000	5030000	
468	4070	4320000	32800	28900	1100000	4990000	
469	4370	4260000	33100	29200	1110000	4960000	
470	4690	4200000	33500	29500	1130000	4920000	
471	5050	4150000	33800	29800	1140000	4890000	
472	5420	4090000	34000	30000	1150000	4860000	
473	5790	4040000	34200	30200	1160000	4830000	
474	6170	4000000	34400	30300	1180000	4800000	
475	6530	3960000	34500	30400	1190000	4780000	
476	6860	3920000	34600	30500	1190000	4750000	
477	7150	3890000	34600	30500	1200000	4730000	
478	7390	3860000	34600	30600	1200000	4710000	
479	7560	3840000	34600	30600	1200000	4680000	
480	7670	3820000	34600	30500	1190000	4660000	
481	7700	3800000	34600	30500	1180000	4630000	
482	7660	3780000	34500	30400	1170000	4600000	
483	7540	3770000	34400	30300	1150000	4570000	
484	7360	3750000	34300	30200	1140000	4530000	
485	7110	3730000	34100	30100	1120000	4490000	
